Bin_ID,Samples,Sample,Day,Treatment,Bin_Size(Mbp),16S,Completeness,Contamination,Strain_Heterogeneity,Percent_community,dRep_cluster,Domain,Phylum,Class,Order,Family,Genus,Species
10_bin.38,225R1,10,9,PC,3.125149,x,78.06,3.52,10.53,0.340155432,100_0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides guanonis
10_bin.10,225R1,10,9,PC,2.470514,x,53.45,1.72,0,0.327228071,97_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
10_bin.27,225R1,10,9,PC,2.496399,x,84.29,0.48,0,8.428590222,105_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
10_bin.53,225R1,10,9,PC,3.837807,x,73.45,0,0,0.489757799,104_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
10_bin.33,225R1,10,9,PC,4.728219,x,97.62,2.14,40,0.860671585,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
10_bin.37,225R1,10,9,PC,5.010198,x,92.26,2.38,80,0.444762626,101_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp000783305
10_bin.15,225R1,10,9,PC,3.902419,x,83.23,2.58,20,0.527360261,52_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,,
10_bin.36,225R1,10,9,PC,2.727341,x,74.18,3.29,27.78,0.77522445,23_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
10_bin.58,225R1,10,9,PC,2.564137,x,88.17,0.87,80,0.850569435,22_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
10_bin.6,225R1,10,9,PC,3.00225,x,95.05,0.65,33.33,0.719595495,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
10_bin.46,225R1,10,9,PC,2.906613,x,97.13,1.14,20,1.640299533,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
10_bin.48,225R1,10,9,PC,3.959224,x,78.47,5.04,12.5,0.424673862,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
10_bin.25,225R1,10,9,PC,2.154924,x,50,0,0,1.38886019,32_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
10_bin.54,225R1,10,9,PC,3.652124,x,58.78,1.72,0,0.461617267,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
10_bin.24,225R1,10,9,PC,3.724995,x,73.96,1.67,57.14,2.733272068,38_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
10_bin.39,225R1,10,9,PC,2.293426,NODE_8655_length_5471_cov_12.050612,75.27,1.91,14.29,1.152712615,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
10_bin.2,225R1,10,9,PC,2.771623,x,83.02,6.75,31.03,0.718577293,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
10_bin.1,225R1,10,9,PC,2.756519,NODE_6585_length_6667_cov_4.080577,60.3,1.72,100,0.37026913,69_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
10_bin.22,225R1,10,9,PC,3.307587,x,96.91,0.5,50,2.526946219,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
10_bin.35,225R1,10,9,PC,1.908125,x,64.94,0.47,0,1.85397394,71_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
10_bin.50,225R1,10,9,PC,3.689832,x,84.09,3.24,25,0.43776294,68_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
10_bin.57,225R1,10,9,PC,3.348947,x,94.52,0.08,0,5.797987291,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
10_bin.26,225R1,10,9,PC,2.983318,x,95.51,1.88,75,0.676345592,77_2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
11_bin.8,225R2,11,9,PC,2.54876,x,79.13,1.94,0,0.440136143,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
11_bin.50,225R2,11,9,PC,2.415139,x,91.88,0.51,50,3.242535999,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
11_bin.9,225R2,11,9,PC,2.883436,x,89.58,3.85,35.71,0.615879315,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
11_bin.16,225R2,11,9,PC,3.837936,x,94.99,0.55,0,1.36058767,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
11_bin.10,225R2,11,9,PC,1.567834,x,55.17,0.86,0,0.374095048,97_2,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
11_bin.34,225R2,11,9,PC,3.0055,x,56.52,0,0,0.460333531,104_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
11_bin.47,225R2,11,9,PC,4.471512,x,97.65,1.43,33.33,0.784951482,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
11_bin.12,225R2,11,9,PC,3.933161,x,73.55,0.95,50,0.430976005,101_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp000783305
11_bin.53,225R2,11,9,PC,3.184647,x,84,4.4,25,0.590949808,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,,,,
11_bin.49,225R2,11,9,PC,3.844689,x,83.57,2.26,20,0.598658831,52_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,,
11_bin.15,225R2,11,9,PC,2.710345,x,92.14,1.08,80,0.900394845,22_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
11_bin.54,225R2,11,9,PC,3.145661,x,63.91,6.98,25,0.672744875,23_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
11_bin.22,225R2,11,9,PC,2.996663,NODE_2818_length_11185_cov_5.245679,92.19,1.73,44.44,0.654613015,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
11_bin.44,225R2,11,9,PC,2.873343,x,98.16,2.16,0,1.692374524,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
11_bin.13,225R2,11,9,PC,3.88589,x,82.95,3.45,16.67,0.597645147,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
11_bin.25,225R2,11,9,PC,3.333002,NODE_14208_length_3622_cov_42.754020,68.61,1.33,16.67,3.471121189,38_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
11_bin.31,225R2,11,9,PC,1.718113,NODE_21763_length_2650_cov_11.777691,52.65,2.93,60,0.840035749,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
11_bin.20,225R2,11,9,PC,2.159637,x,69.71,0.65,50,1.343687795,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
11_bin.19,225R2,11,9,PC,2.396574,x,60.52,1.72,100,0.792336422,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
11_bin.35,225R2,11,9,PC,3.427482,x,97.76,0.95,0,2.64776658,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
11_bin.42,225R2,11,9,PC,4.086401,x,97.23,1.74,40,0.697395372,68_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
11_bin.51,225R2,11,9,PC,1.829297,x,66.98,1.42,100,1.741242742,71_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
11_bin.46,225R2,11,9,PC,3.354653,x,95.92,0.45,50,6.512554894,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
11_bin.38,225R2,11,9,PC,2.894672,x,90.9,1.74,40,0.674170252,77_2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
12_bin.5,225R3,12,9,PC,1.781727,x,60.59,0,0,0.416489266,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
12_bin.14,225R3,12,9,PC,2.189289,x,70.06,1.14,14.29,0.541866068,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
12_bin.25,225R3,12,9,PC,2.413414,x,92.11,0.17,100,3.660672927,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
12_bin.21,225R3,12,9,PC,1.654849,x,53.96,0.99,0,0.406617566,93_8,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Palsa-955,
12_bin.19,225R3,12,9,PC,3.689386,x,88.79,1.24,83.33,1.859463287,88_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,,
12_bin.1,225R3,12,9,PC,3.633837,x,67.24,0,0,1.582488532,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
12_bin.37,225R3,12,9,PC,3.239729,x,83.33,1.52,50,0.542117877,104_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
12_bin.7,225R3,12,9,PC,1.977899,x,61.38,0.24,100,8.763910128,105_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
12_bin.3,225R3,12,9,PC,3.432845,x,61.14,1.99,57.14,0.419723344,99_0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
12_bin.16,225R3,12,9,PC,5.046464,x,97.32,1.76,20,1.00713538,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
12_bin.44,225R3,12,9,PC,3.742847,x,78.67,1.19,33.33,0.465114811,101_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp000783305
12_bin.45,225R3,12,9,PC,3.035124,x,64.05,1.45,20,0.502639292,52_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,,
12_bin.33,225R3,12,9,PC,2.522189,x,91.91,1.39,87.5,0.827971084,22_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
12_bin.26,225R3,12,9,PC,2.882852,x,92.1,1.79,37.5,0.679253094,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
12_bin.9,225R3,12,9,PC,2.953536,x,97.54,1.99,15.38,1.730661719,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
12_bin.13,225R3,12,9,PC,2.38633,x,72.31,0.82,33.33,1.52868177,32_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
12_bin.22,225R3,12,9,PC,3.878125,x,70.92,5.17,100,0.575733401,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
12_bin.20,225R3,12,9,PC,3.636397,x,72.7,1.57,66.67,3.562271999,38_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
12_bin.32,225R3,12,9,PC,1.60454,x,54.21,3.5,62.5,0.835862705,26_5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
12_bin.29,225R3,12,9,PC,2.202395,x,80.96,6.5,25,1.388666636,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
12_bin.42,225R3,12,9,PC,2.843735,x,84.41,5.32,50,0.951640889,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
12_bin.27,225R3,12,9,PC,1.902763,x,66.76,1.41,83.33,1.839276618,71_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
12_bin.48,225R3,12,9,PC,3.379987,x,97.86,0.95,0,2.642492715,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
12_bin.47,225R3,12,9,PC,3.336398,x,96.42,0.08,0,5.790336673,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
12_bin.24,225R3,12,9,PC,2.915875,x,82.76,6.9,39.29,0.758678309,77_2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
13_bin.6,230R1,13,9,NC,2.325607,NODE_8137_length_2666_cov_4.156045,54.31,6.49,5,2.854463838,58_0,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA2999,12-FULL-67-14b,
13_bin.14,230R1,13,9,NC,3.465606,NODE_382_length_8430_cov_5.458398,71.68,1.8,0,2.144254544,1_1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,,
13_bin.10,230R1,13,9,NC,2.676478,x,72.93,4.51,23.81,2.989783319,62_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UKL13-2,GR16-43,
14_bin.11,230R2,14,9,NC,3.875814,x,76.9,5.44,0,2.287371942,1_1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,,
14_bin.3,230R2,14,9,NC,2.818204,x,76.27,1.94,13.33,3.359179353,62_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UKL13-2,GR16-43,
15_bin.8,230R3,15,9,NC,2.556373,x,66.72,1.36,50,4.051761033,62_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UKL13-2,GR16-43,
16_bin.25,P205,16,9,AB,3.575161,NODE_29_length_144481_cov_8.690279,99.03,0.97,0,0.986589078,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
16_bin.57,P205,16,9,AB,2.61085,x,93.69,0.34,50,1.47556331,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
16_bin.58,P205,16,9,AB,2.390397,x,80.47,4.03,38.1,0.561862408,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
16_bin.20,P205,16,9,AB,2.849924,x,56.9,0,0,2.507446149,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
16_bin.34,P205,16,9,AB,2.572003,x,83.44,2.86,50,4.466932196,103_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
16_bin.33,P205,16,9,AB,5.121932,x,99.36,1.36,50,3.974597347,98_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
16_bin.56,P205,16,9,AB,5.119123,x,95.08,0.24,0,2.227081115,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
16_bin.41,P205,16,9,AB,2.243255,x,63.37,3.28,11.11,0.598284013,64_5,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-2-65-7,
16_bin.10,P205,16,9,AB,3.856405,x,97.37,2.07,7.69,0.724011736,5_1,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,
16_bin.21,P205,16,9,AB,4.483051,x,89.48,1.41,20,5.804428792,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
16_bin.18,P205,16,9,AB,2.929939,x,74.67,1.23,100,0.717413708,32_11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
16_bin.8,P205,16,9,AB,3.845274,x,95.13,0.25,0,3.070863103,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
16_bin.16,P205,16,9,AB,2.44679,x,67.18,3.23,90,2.748090934,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
16_bin.31,P205,16,9,AB,2.412239,x,74.55,1.12,0,1.12573495,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
16_bin.5,P205,16,9,AB,2.959694,x,96.59,1.39,16.67,6.239298758,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
16_bin.35,P205,16,9,AB,3.538024,x,97.38,0.95,0,2.16409059,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
16_bin.44,P205,16,9,AB,2.255988,x,74.1,2.29,50,0.49047786,71_2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
16_bin.49,P205,16,9,AB,3.425582,x,96.16,1.67,71.43,1.271897659,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
16_bin.39,P205,16,9,AB,3.285371,x,65.83,0,0,0.762579338,65_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Palsa-1005,PALSA-1003,
17_bin.12,P210,17,9,AF,3.40454,NODE_489_length_24135_cov_7.144983,100,1.94,50,0.784409956,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
17_bin.20,P210,17,9,AF,2.590626,x,97.39,0.51,100,1.075490583,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
17_bin.6,P210,17,9,AF,3.221783,x,89.45,1.15,33.33,1.40828644,81_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter_F,
17_bin.19,P210,17,9,AF,2.401042,x,52.55,0,0,0.537682724,105_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
17_bin.21,P210,17,9,AF,2.571092,x,60.96,0,0,2.228110228,103_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
17_bin.9,P210,17,9,AF,3.742865,x,81.92,2.98,50,0.748151994,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
17_bin.15,P210,17,9,AF,3.472477,x,71.29,2.45,80,2.925676079,38_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
17_bin.22,P210,17,9,AF,2.7117,x,88.92,0.87,85.71,1.003042684,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
17_bin.10,P210,17,9,AF,3.529417,x,99.84,0.98,0,2.29751064,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
17_bin.24,P210,17,9,AF,3.314535,x,93.84,3.45,31.25,0.814296168,71_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
17_bin.11,P210,17,9,AF,3.40909,x,95.67,0.77,75,1.248950682,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
18_bin.14,P215,18,9,AB+AF,2.290807,x,72.6,1.94,0,0.508730354,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
18_bin.19,P215,18,9,AB+AF,2.6322,x,95.12,0.19,66.67,1.085792392,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
18_bin.31,P215,18,9,AB+AF,2.160867,x,51.65,4.31,100,2.921200879,103_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
18_bin.26,P215,18,9,AB+AF,2.16455,x,76.98,1.87,37.5,0.560326532,22_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
18_bin.7,P215,18,9,AB+AF,3.548375,NODE_2014_length_10962_cov_5.754157,94.91,6.27,4.76,0.741433874,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
18_bin.38,P215,18,9,AB+AF,4.715217,x,95.23,4.74,10,1.137577094,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
18_bin.1,P215,18,9,AB+AF,2.789108,x,56.15,1.34,55.56,2.240298644,38_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
18_bin.27,P215,18,9,AB+AF,2.557762,x,92.79,2.47,18.18,1.181566175,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
18_bin.24,P215,18,9,AB+AF,2.596904,x,76.6,6.67,30.77,0.92618982,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
18_bin.8,P215,18,9,AB+AF,5.961759,x,98.01,0.5,0,36.733824,59_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,
18_bin.21,P215,18,9,AB+AF,3.547215,x,98.8,0.95,0,1.702459898,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
18_bin.4,P215,18,9,AB+AF,3.318539,x,94.36,0.17,50,1.597953429,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
19_bin.41,P225,19,9,PC,2.082531,NODE_1349_length_15709_cov_4.007421,70.39,0,0,0.437583093,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
19_bin.15,P225,19,9,PC,2.481024,x,70.45,3.64,10.53,0.562241755,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
19_bin.22,P225,19,9,PC,2.373133,x,90.78,0.45,75,3.110396864,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
19_bin.37,P225,19,9,PC,3.606549,x,75.86,0,0,1.418848946,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
19_bin.14,P225,19,9,PC,1.855466,x,53.45,1.72,100,0.594636865,91_2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium_A,
19_bin.11,P225,19,9,PC,2.907395,x,51.18,0,0,0.501211088,104_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
19_bin.52,P225,19,9,PC,4.591646,x,98.05,1.43,20,0.890532748,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
19_bin.40,P225,19,9,PC,3.667483,x,68.1,0.48,100,0.449009084,101_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp000783305
19_bin.32,P225,19,9,PC,3.282595,x,75.23,0.97,50,0.527930917,52_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,,
19_bin.19,P225,19,9,PC,2.023448,x,52.97,1.95,27.27,0.656747942,23_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
19_bin.36,P225,19,9,PC,2.570829,x,91.2,1.69,87.5,0.841047244,22_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
19_bin.53,P225,19,9,PC,3.075825,NODE_2337_length_11239_cov_5.038882,92.02,1.46,50,0.663781962,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
19_bin.20,P225,19,9,PC,2.904659,x,98.26,1.41,14.29,1.649277428,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
19_bin.24,P225,19,9,PC,3.247678,x,51.18,1.72,100,0.514133193,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
19_bin.42,P225,19,9,PC,2.358368,x,58.62,0,0,1.406661712,32_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
19_bin.47,P225,19,9,PC,3.692822,x,73.53,4.27,63.16,3.129140304,38_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
19_bin.6,P225,19,9,PC,1.537004,x,69.59,3.45,100,0.806642696,26_3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
19_bin.43,P225,19,9,PC,2.358533,x,79.43,1.3,100,1.255914663,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
19_bin.12,P225,19,9,PC,2.591284,x,82.31,6.43,30,0.810161795,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
19_bin.13,P225,19,9,PC,2.839219,x,52.51,0,0,0.469000918,68_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
19_bin.51,P225,19,9,PC,3.379253,x,98.33,0.95,0,2.585040876,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
